,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
21,"[21, 1.0000000000000002]","[22, 0.004452762671732158]","[23, 0.008555782526366447]","[24, 0.00181992737861744]","[25, 0.010837280436040436]","[26, 0.004389441055169545]","[27, 0.0028046990738832297]","[28, 0.02103714140546554]","[29, 0.0023667592784211264]","[30, 0.004063106849337551]","[31, 0.0032806617634737775]","[32, 0.003404461692256414]","[33, 0.011117534017778291]","[34, 0.009828196672826842]","[35, 0.022707339374852524]","[36, 0.007348356350212757]","[37, 0.014442560290185391]","[38, 0.007396444295109088]","[39, 0.01928839926651228]","[40, 0.016648995393396326]","[41, 0.089903463027836]","[42, 0.007074374783951853]","[43, 0.005343212364293164]","[44, 0.010844085384082417]","[45, 0.03187619070986295]","[46, 0.0021378594500870473]","[47, 0.011940169227051222]","[48, 0.017383117578285482]","[49, 0.012452413749905909]","[50, 0.0011444874628702493]","[51, 0.009920885748189842]","[52, 0.002301018947485634]","[53, 0.015228225437307664]","[54, 0.0012633847168054988]","[55, 0.012867577809145912]","[56, 0.008062986503850185]","[57, 0.002324486089415394]","[58, 0.0018179804984388716]","[59, 0.004212656790721755]","[60, 0.0022246298994961756]","[61, 0.002454289346102949]","[62, 0.000679831773838143]","[63, 0.0024188690792971467]","[64, 0.0072143339233337565]","[65, 0.006687630258067435]","[66, 0.004060415297751628]","[67, 0.011987377510661264]","[68, 0.005976728959141217]","[69, 0.0006386453377393611]","[70, 0.00864836092733168]","[71, 0.016372260382893175]","[72, 0.01096255024188278]","[73, 0.005624682761474067]","[74, 0.001020089441698683]","[75, 0.0016666211977012391]","[76, 0.0038042917962300923]","[77, 0.004225164077876673]","[78, 0.004879672895108928]","[79, 0.013163062471987274]","[80, 0.005432703531539601]","[81, 0.016464310880286565]","[82, 0.0045635272048918105]","[83, 0.006999892835366928]","[84, 0.007478050480413589]","[85, 0.003947653100513293]","[86, 0.014981272285090254]","[87, 0.018030375509881767]","[88, 0.0392439178536525]","[89, 0.0029915507088114496]","[90, 0.0026468695442309286]","[91, 0.008431738466616708]","[92, 0.004081272797447338]","[93, 0.0075172620193195575]","[94, 0.007166026256370605]","[95, 0.008873655496854848]","[96, 0.005816914257215997]","[97, 0.005583058016091462]","[98, 0.001975906056619331]","[99, 0.008437575630836195]",,,,,,,,,,,,,,,,,,,,,
22,"[22, 1.0]","[23, 0.004645284949424242]","[24, 0.014018767534889892]","[25, 0.01919227622082795]","[26, 0.009562805337614411]","[27, 0.0011549509142865745]","[28, 0.006592564373842279]","[29, 0.004935386809899915]","[30, 0.017676508116714264]","[31, 0.005881717299416076]","[32, 0.007479519825104258]","[33, 0.006003703394056517]","[34, 0.022402416984649804]","[35, 0.00876281653185908]","[36, 0.016338220574918915]","[37, 0.027345800138202692]","[38, 0.023467055180768227]","[39, 0.014350878486019049]","[40, 0.0023306669852115615]","[41, 0.03326161939224225]","[42, 0.019831685276028896]","[43, 0.010770798910272118]","[44, 0.0067344627927354355]","[45, 0.02255674933959048]","[46, 0.0008803521024719489]","[47, 0.01694012534682507]","[48, 0.002410226625910025]","[49, 0.007568734580754171]","[50, 0.0063647428046491004]","[51, 0.010055120915962792]","[52, 0.027124851735619432]","[53, 0.006443790869465954]","[54, 0.010578972553048342]","[55, 0.034653330979604706]","[56, 0.007370981386461425]","[57, 0.003055627861474434]","[58, 0.009518941030874318]","[59, 0.011410820929509435]","[60, 0.0009160834259537855]","[61, 0.02636804417410575]","[62, 0.011980464177240632]","[63, 0.008982498663850492]","[64, 0.0023200187394493443]","[65, 0.016129027195114307]","[66, 0.007966181748997277]","[67, 0.012028051133129432]","[68, 0.0038982455109138783]","[69, 0.006498809104072891]","[70, 0.013071046179482442]","[71, 0.014246395663631445]","[72, 0.020618413298823534]","[73, 0.01237877844653944]","[74, 0.020308829301031207]","[75, 0.015718338666057863]","[76, 0.008921380685890597]","[77, 0.0182968803845567]","[78, 0.023938026147937375]","[79, 0.0043086798564417545]","[80, 0.0035290014274643243]","[81, 0.011637055340354373]","[82, 0.02850681023807266]","[83, 0.01795492144190445]","[84, 0.010380293173523162]","[85, 0.011016560030417146]","[86, 0.011091184721813238]","[87, 0.01196929327344843]","[88, 0.006235256994708663]","[89, 0.004619215021499159]","[90, 0.008355028216088224]","[91, 0.013990323449785777]","[92, 0.02028657149076744]","[93, 0.027128129962306322]","[94, 0.02111367251752299]","[95, 0.0027989717922954]","[96, 0.040984652968666685]","[97, 0.014366485673261896]","[98, 0.010165385688444516]","[99, 0.006969232221856137]",,,,,,,,,,,,,,,,,,,,,,
23,"[23, 1.0000000000000002]","[24, 0.007128723334189223]","[25, 0.006846822133189817]","[26, 0.004734094518808785]","[27, 0.004881451278401662]","[28, 0.007389264441528651]","[29, 0.007606802180527984]","[30, 0.010066295079568984]","[31, 0.0018043830219725396]","[32, 0.0056710715469657]","[33, 0.006929907510432774]","[34, 0.0051891408704246465]","[35, 0.007411612408686636]","[36, 0.0033562556754835582]","[37, 0.0051884716908909955]","[38, 0.009874336292506688]","[39, 0.012424978238304218]","[40, 0.00890405182229442]","[41, 0.017023834285888818]","[42, 0.015326677756535864]","[43, 0.012097706999890245]","[44, 0.006576922920347341]","[45, 0.011765506774125712]","[46, 0.005465790159922289]","[47, 0.012758295834085226]","[48, 0.009169191584853022]","[49, 0.0018177985015556633]","[50, 0.010764741134895806]","[51, 0.015415181041953864]","[52, 0.02567293206721465]","[53, 0.0051848667252605615]","[54, 0.005458119690655664]","[55, 0.0015823132806161463]","[56, 0.030316099555451715]","[57, 0.004726947723086188]","[58, 0.04930880931522396]","[59, 0.006306100821909488]","[60, 0.0038718672416541357]","[61, 0.012385177216467326]","[62, 0.002896723706274223]","[63, 0.010435580425401]","[64, 0.008059926054295898]","[65, 0.011881086035268364]","[66, 0.0030427857064402285]","[67, 0.003793885703759772]","[68, 0.014566227030617333]","[69, 0.025243604284971542]","[70, 0.015821649062213807]","[71, 0.006594237477844393]","[72, 0.024919213666613836]","[73, 0.009011758743633008]","[74, 0.004050252716249869]","[75, 0.022706046539205185]","[76, 0.0024352024728067985]","[77, 0.007636402401755616]","[78, 0.0533445139993053]","[79, 0.038951229019866224]","[80, 0.0022829295410979286]","[81, 0.015412038927248689]","[82, 0.006118459467186946]","[83, 0.0057516712418071115]","[84, 0.005564717643965246]","[85, 0.002018157176121991]","[86, 0.022977756467858552]","[87, 0.013588892031024416]","[88, 0.011118126856134914]","[89, 0.01398586380463021]","[90, 0.014719292404289258]","[91, 0.008783281574984805]","[92, 0.018760473296626973]","[93, 0.056703834698584366]","[94, 0.012391683587515204]","[95, 0.006043838807405668]","[96, 0.004547955433535482]","[97, 0.017570322577234756]","[98, 0.012575130891179795]","[99, 0.006349670794227435]",,,,,,,,,,,,,,,,,,,,,,,
24,"[24, 1.0000000000000002]","[25, 0.017623173665743404]","[26, 0.006068331650043209]","[27, 0.010725732762281783]","[28, 0.005858145839077879]","[29, 0.008168755826808032]","[30, 0.023519945405624597]","[31, 0.004952661624742906]","[32, 0.0030645212017748036]","[33, 0.0031265218103938524]","[34, 0.002674453852724497]","[35, 0.010074266068249689]","[36, 0.009870298425121781]","[37, 0.007993900755291215]","[38, 0.015039146008649567]","[39, 0.01735935434669124]","[40, 0.017568283267831664]","[41, 0.008110721193994485]","[42, 0.011588515865335446]","[43, 0.011712825037943608]","[44, 0.00271757867011012]","[45, 0.011485199368354345]","[46, 0.0016662347100393025]","[47, 0.005476370211158157]","[48, 0.01150518270957777]","[49, 0.0012271055494238099]","[50, 0.03481506802703039]","[51, 0.02610286930408878]","[52, 0.024314340958576305]","[53, 0.00955007737153731]","[54, 0.0042632474172265645]","[55, 0.02310045987021121]","[56, 0.006576531457567901]","[57, 0.0025558817627540573]","[58, 0.0014169229920844707]","[59, 0.00849213484568332]","[60, 0.004542195441155598]","[61, 0.031433530588632935]","[62, 0.020697862726604548]","[63, 0.009175468648493326]","[64, 0.0014659412153549083]","[65, 0.021122102993716977]","[66, 0.0009659072840244279]","[67, 0.003633868530125707]","[68, 0.03170445281165907]","[69, 0.0011027906777523726]","[70, 0.0071949671403791875]","[71, 0.005558662586209521]","[72, 0.017697783968010757]","[73, 0.017635692044269666]","[74, 0.007712689328465219]","[75, 0.03226771485720033]","[76, 0.0010756948929617777]","[77, 0.00510793216586016]","[78, 0.049851453518500774]","[79, 0.009870009321319604]","[80, 0.0016319552904060124]","[81, 0.0068370756791478835]","[82, 0.007020862101254864]","[83, 0.0032043694485258158]","[84, 0.005302854869084453]","[85, 0.10400449833010618]","[86, 0.022061153062435307]","[87, 0.013339818120873119]","[88, 0.0021660081990936327]","[89, 0.006108075772346026]","[90, 0.01977387283156797]","[91, 0.010288878940699684]","[92, 0.024662059067848626]","[93, 0.025605057649140672]","[94, 0.0028666929471805416]","[95, 0.002487377394860758]","[96, 0.0019354713908978697]","[97, 0.009601752785285434]","[98, 0.01223750587245205]","[99, 0.006956214460459829]",,,,,,,,,,,,,,,,,,,,,,,,
25,"[25, 1.0]","[26, 0.005516570461092619]","[27, 0.031033660424875355]","[28, 0.021915322357925364]","[29, 0.0009034595127634364]","[30, 0.027978182335072644]","[31, 0.000580559607432688]","[32, 0.023943909183283898]","[33, 0.010320917814915126]","[34, 0.008269016017619583]","[35, 0.00751935571827276]","[36, 0.005366888670961688]","[37, 0.024810426031730642]","[38, 0.013405486395967172]","[39, 0.0061962344946435745]","[40, 0.011900714940433208]","[41, 0.007960937193248434]","[42, 0.0048480663698574535]","[43, 0.0037167096139919227]","[44, 0.007386723414020735]","[45, 0.0014475374618266518]","[46, 0.01027973726620118]","[47, 0.027129383161305594]","[48, 0.00823080616644316]","[49, 0.02753257575661989]","[50, 0.011796468947502966]","[51, 0.03141761039186547]","[52, 0.01793353464845839]","[53, 0.04053639069836631]","[54, 0.004135189915319401]","[55, 0.026215254913659336]","[56, 0.01404977052204003]","[57, 0.0023473269910746176]","[58, 0.015045464638085754]","[59, 0.02164917772552721]","[60, 0.019342781353300077]","[61, 0.04807027872775305]","[62, 0.00934392836284449]","[63, 0.008090688518275144]","[64, 0.02707495717107592]","[65, 0.007795600334049381]","[66, 0.014409600256324259]","[67, 0.005384498742705822]","[68, 0.009527198535196627]","[69, 0.00485877293103582]","[70, 0.012529248510369429]","[71, 0.01458583275632271]","[72, 0.018724503747082802]","[73, 0.0070440618776947145]","[74, 0.010632014758654615]","[75, 0.012476074922903464]","[76, 0.001886687235992924]","[77, 0.0037726499211406537]","[78, 0.03651468796512756]","[79, 0.00776724339748249]","[80, 0.007418471606996766]","[81, 0.03017689686058001]","[82, 0.022672975008138394]","[83, 0.024344858133717704]","[84, 0.005797420410729909]","[85, 0.00921360250532262]","[86, 0.008227167540389635]","[87, 0.005864008929284785]","[88, 0.005124885027598947]","[89, 0.020072049582555408]","[90, 0.02776694027801291]","[91, 0.001865123046785489]","[92, 0.01918333700471985]","[93, 0.010445371131093862]","[94, 0.011887301857922644]","[95, 0.012297873309485471]","[96, 0.012782043827727104]","[97, 0.013190977740557741]","[98, 0.0037042912861439924]","[99, 0.008263928161994153]",,,,,,,,,,,,,,,,,,,,,,,,,
26,"[26, 1.0000000000000002]","[27, 0.0008659283517216384]","[28, 0.01569890707345553]","[29, 0.01474758849418155]","[30, 0.009445433687767759]","[31, 0.0139392584555792]","[32, 0.010081156785153294]","[33, 0.014620030764169194]","[34, 0.004740960898275587]","[35, 0.011476571147760864]","[36, 0.011153256536949612]","[37, 0.014598233020420128]","[38, 0.010020969402967586]","[39, 0.014048474143790925]","[40, 0.007613817155160114]","[41, 0.0064562271604215425]","[42, 0.004409533281342418]","[43, 0.01310970695276899]","[44, 0.008272912800525787]","[45, 0.008978144173126909]","[46, 0.0006600469644193562]","[47, 0.005325721585222124]","[48, 0.0017610031633508772]","[49, 0.002330643256079605]","[50, 0.011463734446478475]","[51, 0.00794148495555176]","[52, 0.0035190224119219385]","[53, 0.005613445785092308]","[54, 0.008854374930792037]","[55, 0.014532365866226119]","[56, 0.01304277913643503]","[57, 0.003708806769350083]","[58, 0.008860006632213042]","[59, 0.010015279260450512]","[60, 0.042069709657551205]","[61, 0.009025061546134519]","[62, 0.0004650219571958954]","[63, 0.0007468064343766458]","[64, 0.0014561151825234658]","[65, 0.01900960313300648]","[66, 0.0022535277176404514]","[67, 0.007882064804401671]","[68, 0.013370740765031757]","[69, 0.00043684940354126264]","[70, 0.010082828438325971]","[71, 0.012289661077331735]","[72, 0.010357356823860893]","[73, 0.014648147525049879]","[74, 0.003124911231911048]","[75, 0.013085397389190954]","[76, 0.012882799889950256]","[77, 0.010776455084485992]","[78, 0.014930113395095097]","[79, 0.007059230541426479]","[80, 0.006446346056607157]","[81, 0.011320105775125761]","[82, 0.005411259845497204]","[83, 0.014167591865153286]","[84, 0.006928018951380413]","[85, 0.007983633496786392]","[86, 0.00984369327871348]","[87, 0.008420947236785404]","[88, 0.0032631243800570263]","[89, 0.03179710557140911]","[90, 0.0074107136767163646]","[91, 0.009190626718780428]","[92, 0.009069910055241878]","[93, 0.010183635603567767]","[94, 0.0034223235947536475]","[95, 0.02092753563355282]","[96, 0.008470842158922852]","[97, 0.010593373680446584]","[98, 0.0006100451526859295]","[99, 0.014472716015733099]",,,,,,,,,,,,,,,,,,,,,,,,,,
27,"[27, 1.0000000000000002]","[28, 0.0009477742841753973]","[29, 0.0036365940780566314]","[30, 0.002342587280023444]","[31, 0.0011000830728967828]","[32, 0.011267082886378966]","[33, 0.002684263639961239]","[34, 0.004121614044609961]","[35, 0.0031048574381599505]","[36, 0.0016973382484755718]","[37, 0.010388352838416423]","[38, 0.00917952833783369]","[39, 0.0005116556248264333]","[40, 0.04658380587847829]","[41, 0.0054027255801810765]","[42, 0.00894208450601834]","[43, 0.012775913918975845]","[44, 0.004174371283513747]","[45, 0.005826609922278049]","[46, 0.004903953696878455]","[47, 0.02398453104231575]","[48, 0.004692587659636689]","[49, 0.0036115372938155988]","[50, 0.002625295841756613]","[51, 0.0027617529744210674]","[52, 0.005278219002493403]","[53, 0.03407311693789426]","[54, 0.00048133170014741855]","[55, 0.0254374841765344]","[56, 0.005395204898281169]","[57, 0.02058239754322907]","[58, 0.00417019565332475]","[59, 0.00436380986889774]","[60, 0.007692487879140578]","[61, 0.0012751915390441604]","[62, 0.007651601495698407]","[63, 0.03542498093783502]","[64, 0.001947378748252611]","[65, 0.0034189025215372337]","[66, 0.0027256919930756683]","[67, 0.004567870841521139]","[68, 0.0007386358184808407]","[69, 0.0031119629907585557]","[70, 0.0015750947682298905]","[71, 0.0058375484794947]","[72, 0.00522714563559054]","[73, 0.007809836953804337]","[74, 0.0010346780797085844]","[75, 0.0016904561011508853]","[76, 0.019087195956984646]","[77, 0.0011931425080432961]","[78, 0.0015777839067080066]","[79, 0.0032577260779489]","[80, 0.0010862902111892917]","[81, 0.0034076940830324873]","[82, 0.0043918425653560935]","[83, 0.0032949527168974813]","[84, 0.006613703305847695]","[85, 0.0012643502847807175]","[86, 0.0011156403356028673]","[87, 0.00540776006096806]","[88, 0.0032005414964663853]","[89, 0.010344402712818992]","[90, 0.0031944700245321537]","[91, 0.0006896448083957555]","[92, 0.005535564259800443]","[93, 0.015875915070064278]","[94, 0.006659708652833927]","[95, 0.005778508219971715]","[96, 0.0005389567644987421]","[97, 0.0030308795572884075]","[98, 0.0045324550267550855]","[99, 0.00349608076545531]",,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[28, 1.0]","[29, 0.02389627376127561]","[30, 0.005178675333314725]","[31, 0.010509166582252585]","[32, 0.005372809599100842]","[33, 0.016029201633907936]","[34, 0.0018210264909033868]","[35, 0.023114990129338493]","[36, 0.008853426779741356]","[37, 0.021519649618916083]","[38, 0.00465475260199951]","[39, 0.024229108073948086]","[40, 0.01571071536380157]","[41, 0.004047057394970992]","[42, 0.0177972640798951]","[43, 0.0076953237222752244]","[44, 0.007557752985765945]","[45, 0.013644511829561836]","[46, 0.0007224333722079085]","[47, 0.030820297199131038]","[48, 0.005836783342538579]","[49, 0.03399289358135052]","[50, 0.016685171770194896]","[51, 0.033086237969915666]","[52, 0.002919660616664917]","[53, 0.054866988092829486]","[54, 0.010506528201682633]","[55, 0.015523071205837867]","[56, 0.028080568160968173]","[57, 0.008908457697005347]","[58, 0.0020019696193467867]","[59, 0.03167971769832005]","[60, 0.0007517551633911784]","[61, 0.004610490719685227]","[62, 0.0005089749651121956]","[63, 0.0008173931854196144]","[64, 0.010559683332331713]","[65, 0.04621943767604502]","[66, 0.00041879073352246385]","[67, 0.018032208558238637]","[68, 0.043106524599591384]","[69, 0.00047813959424077745]","[70, 0.030419738987030272]","[71, 0.029395611665673532]","[72, 0.02804493994998979]","[73, 0.010483337460809107]","[74, 0.007143684042654136]","[75, 0.006949747978440931]","[76, 0.006488807844522096]","[77, 0.024405678657655087]","[78, 0.012898782108537296]","[79, 0.005219451026751943]","[80, 0.016609127108379897]","[81, 0.015790979332180342]","[82, 0.010819261478812923]","[83, 0.010785304957521129]","[84, 0.01075430625796717]","[85, 0.016456132005372597]","[86, 0.012366523395553069]","[87, 0.006272742484334643]","[88, 0.015766790512457454]","[89, 0.006525251373811659]","[90, 0.010249883678856235]","[91, 0.01696631765685217]","[92, 0.010815887142562838]","[93, 0.012094006908170534]","[94, 0.034042965367330244]","[95, 0.017705432171254504]","[96, 0.005177129458695021]","[97, 0.006019235632405313]","[98, 0.002439868496646273]","[99, 0.016171475413465773]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"[29, 1.0000000000000002]","[30, 0.046762021186959275]","[31, 0.012666709536294158]","[32, 0.004438424005403106]","[33, 0.010975953922617304]","[34, 0.0020944942431688966]","[35, 0.009926132309863668]","[36, 0.0010006416815457663]","[37, 0.015337057003238955]","[38, 0.012084547790715081]","[39, 0.04079521479724195]","[40, 0.006404637605241932]","[41, 0.007427589795752241]","[42, 0.0033530364549276487]","[43, 0.018120542284870315]","[44, 0.005567811874287737]","[45, 0.008501206684920331]","[46, 0.001304909039425113]","[47, 0.004039462673401992]","[48, 0.01501495675793812]","[49, 0.00465735641010524]","[50, 0.0006985735361355456]","[51, 0.007312352615839674]","[52, 0.004837394880565716]","[53, 0.02437144498306492]","[54, 0.003009046941495725]","[55, 0.009252280624186971]","[56, 0.02859043510541875]","[57, 0.0020016347011765777]","[58, 0.0011096609675696235]","[59, 0.0032070851354896856]","[60, 0.0028844719897790833]","[61, 0.011121593744469839]","[62, 0.016512657372977572]","[63, 0.001476432010828508]","[64, 0.01831974278278016]","[65, 0.004299954974889593]","[66, 0.004671781987288077]","[67, 0.006343085057811708]","[68, 0.013575983749038508]","[69, 0.0018346136268228034]","[70, 0.01943223227021965]","[71, 0.024102869781570415]","[72, 0.01882501491428895]","[73, 0.005269339299112721]","[74, 0.0013794807834965881]","[75, 0.017898594229848797]","[76, 0.025156837385774983]","[77, 0.011801186790425206]","[78, 0.0065198439427773935]","[79, 0.003952529772587843]","[80, 0.005527645400652358]","[81, 0.015906673948209774]","[82, 0.006194776584902844]","[83, 0.0030960671621456585]","[84, 0.013819919422082315]","[85, 0.010225754888155287]","[86, 0.013486909859627482]","[87, 0.0016038500167154378]","[88, 0.0026949081392514873]","[89, 0.0038788673241893666]","[90, 0.012591570510684224]","[91, 0.008642196596235635]","[92, 0.01841308695695898]","[93, 0.005440624929029684]","[94, 0.0035666874018872156]","[95, 0.003094749867339097]","[96, 0.0015398471382346347]","[97, 0.0025520500193624853]","[98, 0.0012060557461962293]","[99, 0.002103853771469479]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"[30, 1.0000000000000002]","[31, 0.022959416876654527]","[32, 0.011839612047618126]","[33, 0.006843126995419704]","[34, 0.008793550560156784]","[35, 0.004464546561931566]","[36, 0.018471009950584174]","[37, 0.023413517324270276]","[38, 0.019199729745497034]","[39, 0.012231720247838349]","[40, 0.011375110312200164]","[41, 0.012525209348795712]","[42, 0.014182883078780427]","[43, 0.00799646863705049]","[44, 0.019036777978360533]","[45, 0.012122094187146734]","[46, 0.012286147144595954]","[47, 0.022195289541856143]","[48, 0.025334888748665473]","[49, 0.0035370421634723223]","[50, 0.023836232253102697]","[51, 0.008637725928012291]","[52, 0.0019218952106721454]","[53, 0.02301145822765916]","[54, 0.017619776561125594]","[55, 0.017406530004105504]","[56, 0.014902497826612243]","[57, 0.007868155448697484]","[58, 0.008963096763697203]","[59, 0.007737064006365892]","[60, 0.003216482906506617]","[61, 0.0188082657568023]","[62, 0.005699147795606443]","[63, 0.016976585570225293]","[64, 0.0265631496452327]","[65, 0.029522680595129788]","[66, 0.0030557251821531056]","[67, 0.005901309516933012]","[68, 0.03253321089745751]","[69, 0.004223864589677865]","[70, 0.01973355938270549]","[71, 0.032721000343641914]","[72, 0.027285138080978922]","[73, 0.01348468004124851]","[74, 0.0029259045572236075]","[75, 0.0006155257072733512]","[76, 0.04227857877970244]","[77, 0.04515868698232387]","[78, 0.0005744997190046955]","[79, 0.007135399793767669]","[80, 0.014183548087550693]","[81, 0.020758602872383704]","[82, 0.006554844018256526]","[83, 0.029735285766202428]","[84, 0.0198775904161775]","[85, 0.0016234456200819368]","[86, 0.008344077210248843]","[87, 0.0033568052547580237]","[88, 0.006996289517378529]","[89, 0.014044714485046421]","[90, 0.017562082419957523]","[91, 0.006399418367481566]","[92, 0.017105985538656703]","[93, 0.017237967269805962]","[94, 0.023404210280336814]","[95, 0.009002898840934139]","[96, 0.0038750733022728016]","[97, 0.015293315966875427]","[98, 0.006731561112220044]","[99, 0.006658766502797273]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[31, 1.0000000000000002]","[32, 0.0015422146137650638]","[33, 0.0034837325950899927]","[34, 0.0007047568751608303]","[35, 0.012976642346620026]","[36, 0.015586434920470831]","[37, 0.018552454553450663]","[38, 0.0036639065780482553]","[39, 0.009954053683474226]","[40, 0.008837389752440309]","[41, 0.010855092478785128]","[42, 0.00903686535483931]","[43, 0.007227129034985633]","[44, 0.01372120735132196]","[45, 0.009295186681812336]","[46, 0.0044801604368669996]","[47, 0.003966585594811999]","[48, 0.0009267050836952637]","[49, 0.01588728741343053]","[50, 0.0024499069518600447]","[51, 0.008525878974198611]","[52, 0.002476818248579077]","[53, 0.034531211988750726]","[54, 0.003265650660174848]","[55, 0.012321192191387538]","[56, 0.016285220036649704]","[57, 0.0006735114320870124]","[58, 0.00071306386906602]","[59, 0.003734931461640854]","[60, 0.002285851435411926]","[61, 0.012461501988285686]","[62, 0.0005907680267304423]","[63, 0.005069052388166462]","[64, 0.002209802436191052]","[65, 0.011728925100355007]","[66, 0.0025115255758382904]","[67, 0.011094674013792872]","[68, 0.007062337265244287]","[69, 0.004601880417643103]","[70, 0.011348608949434527]","[71, 0.025154189464316534]","[72, 0.015313108991829565]","[73, 0.001762327290913589]","[74, 0.0015264713470940947]","[75, 0.002874530781507553]","[76, 0.008950661312144899]","[77, 0.010933059923385212]","[78, 0.016895864985635375]","[79, 0.008644875631305601]","[80, 0.006588159125449079]","[81, 0.01468078149286622]","[82, 0.006143133826347038]","[83, 0.012206259697722446]","[84, 0.012465157690975151]","[85, 0.00816435578631104]","[86, 0.014037669162281117]","[87, 0.001303691276111433]","[88, 0.009000478278406845]","[89, 0.008272055108979192]","[90, 0.011478131381053299]","[91, 0.002019343020122998]","[92, 0.015389300327098584]","[93, 0.010542741053027844]","[94, 0.0007554146284642094]","[95, 0.00225754362751925]","[96, 0.004542457911557379]","[97, 0.0016190648112421237]","[98, 0.0007750067829956634]","[99, 0.013930024972867244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"[32, 1.0]","[33, 0.010724924857883334]","[34, 0.016605296350561675]","[35, 0.010407307250362218]","[36, 0.002379511071294368]","[37, 0.019490765485396314]","[38, 0.00632013915695708]","[39, 0.002440994080311207]","[40, 0.00699024864199487]","[41, 0.006593968530712569]","[42, 0.01842920561069592]","[43, 0.011188542320324114]","[44, 0.0022262549459484996]","[45, 0.007111314816576591]","[46, 0.005952625241361995]","[47, 0.016584842900850036]","[48, 0.010064443465848198]","[49, 0.018743065054732933]","[50, 0.021307268165509152]","[51, 0.01255248068673995]","[52, 0.006406924209679685]","[53, 0.0018211592605145805]","[54, 0.02165658056822286]","[55, 0.006901750223027794]","[56, 0.006136560145777257]","[57, 0.0024923899468508193]","[58, 0.0050619588686573675]","[59, 0.018839701956163562]","[60, 0.008936819533525427]","[61, 0.001787700470369831]","[62, 0.0021861904944675456]","[63, 0.006735064429229892]","[64, 0.0302592797005551]","[65, 0.014801725767422249]","[66, 0.005984077099237714]","[67, 0.011142756567399603]","[68, 0.0010354990287341265]","[69, 0.00683210961252459]","[70, 0.02032440871344525]","[71, 0.010470383739859536]","[72, 0.005907446448045227]","[73, 0.015087872971328273]","[74, 0.015530493110189895]","[75, 0.002369862937949068]","[76, 0.007996145729276476]","[77, 0.0016726753256581747]","[78, 0.023664420105119658]","[79, 0.003889751810492365]","[80, 0.024139037496176914]","[81, 0.02285615481227784]","[82, 0.012607235542717825]","[83, 0.008679594646767633]","[84, 0.003463088626182723]","[85, 0.001772502035661988]","[86, 0.010988125180897073]","[87, 0.019133670388507797]","[88, 0.008430895744581219]","[89, 0.012017706323237325]","[90, 0.003877582064632547]","[91, 0.017427523370269128]","[92, 0.0064309934033457035]","[93, 0.0022879772012842337]","[94, 0.007736978635692551]","[95, 0.006713235814763477]","[96, 0.007478167933137918]","[97, 0.00369915593981917]","[98, 0.016630485429027012]","[99, 0.004243689866716384]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
