,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
48,"[48, 1.0000000000000002]","[49, 0.035461425609631524]","[50, 0.004713074734571552]","[51, 0.002014390861051312]","[52, 0.021699211206402457]","[53, 0.011879355014423602]","[54, 0.0032991900749745674]","[55, 0.008631460256191497]","[56, 0.017288048743789294]","[57, 0.0014976582465775262]","[58, 0.016722169937822665]","[59, 0.011053843650728003]","[60, 0.003722064484865012]","[61, 0.01436983936750667]","[62, 0.004016537891252048]","[63, 0.004047049217323315]","[64, 0.011475723386360544]","[65, 0.0029282113141243025]","[66, 0.0026777107670418058]","[67, 0.0022101965057078235]","[68, 0.012116530902739273]","[69, 0.003057182113077614]","[70, 0.011089357672828178]","[71, 0.020152364190196333]","[72, 0.07344122674435248]","[73, 0.005609699934240957]","[74, 0.0021592334584189118]","[75, 0.005420498377824097]","[76, 0.010880348543322486]","[77, 0.011429667870634371]","[78, 0.005868771809310128]","[79, 0.026053943858453586]","[80, 0.008765981657280517]","[81, 0.013013100010184618]","[82, 0.013343476042890223]","[83, 0.004973670862387598]","[84, 0.0055562474082030975]","[85, 0.0010650830517667461]","[86, 0.0019305668643740431]","[87, 0.012509204104045102]","[88, 0.0012692058329144497]","[89, 0.00500521217055547]","[90, 0.006264010204471256]","[91, 0.0019791803739468566]","[92, 0.005061030492212842]","[93, 0.006242377727217403]","[94, 0.003222346976129488]","[95, 0.0027959719350848272]","[96, 0.005248377275210311]","[97, 0.0036748905655223925]","[98, 0.02601569185309122]","[99, 0.010817331898306961]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"[49, 1.0]","[50, 0.009743714757601624]","[51, 0.001550327505138472]","[52, 0.002962961631072536]","[53, 0.004444101956440388]","[54, 0.0016029569037074854]","[55, 0.009763870014049665]","[56, 0.007955581852627054]","[57, 0.0009980108910121039]","[58, 0.0023409657138193257]","[59, 0.05429248129557186]","[60, 0.012894835704854654]","[61, 0.006891330773040382]","[62, 0.017351626668485214]","[63, 0.003114714148867278]","[64, 0.0010931733809288375]","[65, 0.04185404741153919]","[66, 0.0021287663874657017]","[67, 0.010540954996643023]","[68, 0.002497266166783376]","[69, 0.002430444169991786]","[70, 0.008938144080185248]","[71, 0.010098130647789664]","[72, 0.0058910205615375025]","[73, 0.002640687354414771]","[74, 0.0085660553578918]","[75, 0.000948948227490454]","[76, 0.004269068247772354]","[77, 0.006959141500749511]","[78, 0.0008856989782900537]","[79, 0.017446758344393805]","[80, 0.005941548223140468]","[81, 0.01216664497433967]","[82, 0.019048501213396647]","[83, 0.0019572697954906523]","[84, 0.0007498265263900767]","[85, 0.006466335348509619]","[86, 0.0015499799555617096]","[87, 0.0014876284491793848]","[88, 0.011446397910828842]","[89, 0.006021811418022732]","[90, 0.0017932359589150914]","[91, 0.0075954246236840245]","[92, 0.009062813920254481]","[93, 0.0004953918835134446]","[94, 0.0024800018927737155]","[95, 0.03219405548488434]","[96, 0.0014662432995019088]","[97, 0.0008009397241407698]","[98, 0.012095677605902092]","[99, 0.001962547056550963]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"[50, 1.0]","[51, 0.009333462085320982]","[52, 0.007447566392731807]","[53, 0.0019292267377467426]","[54, 0.0036359971455732047]","[55, 0.005187847486767876]","[56, 0.006596939120662514]","[57, 0.0018150016613425921]","[58, 0.01583454976596766]","[59, 0.005984761473215304]","[60, 0.0036046551057207724]","[61, 0.029081688060381743]","[62, 0.00234843316451635]","[63, 0.009618620569993004]","[64, 0.002932648153598506]","[65, 0.024621098175236913]","[66, 0.0005235932999804992]","[67, 0.003944118368614765]","[68, 0.020876933557569897]","[69, 0.0019443324203924205]","[70, 0.01055671110063162]","[71, 0.007725374468604239]","[72, 0.014847166967996797]","[73, 0.016091739964328805]","[74, 0.014875072436058859]","[75, 0.006004828525474002]","[76, 0.00563376890967246]","[77, 0.008697677075853496]","[78, 0.03481180384364914]","[79, 0.03997378009263521]","[80, 0.005869349095667967]","[81, 0.0072240903188710215]","[82, 0.03172361595527097]","[83, 0.012421040893548618]","[84, 0.002246486099660091]","[85, 0.006814996718649197]","[86, 0.035697565539094804]","[87, 0.01434827560631402]","[88, 0.003962666843882501]","[89, 0.0067454709621076175]","[90, 0.010420648772605106]","[91, 0.00910528546719222]","[92, 0.02343513924030068]","[93, 0.030692734076686976]","[94, 0.006285991567363291]","[95, 0.0034637905306874484]","[96, 0.017567315028596025]","[97, 0.007450290118522881]","[98, 0.0018495167636513453]","[99, 0.014132101786169077]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"[51, 1.0]","[52, 0.010380622628244185]","[53, 0.009801715316866647]","[54, 0.010178023185693379]","[55, 0.010544862303395311]","[56, 0.016663197964224413]","[57, 0.0058203470243772615]","[58, 0.0017901432263289164]","[59, 0.007198525658725419]","[60, 0.0021905659324132527]","[61, 0.015357806359482591]","[62, 0.011567687180646376]","[63, 0.010851917783615885]","[64, 0.010178146700276893]","[65, 0.013667696993374872]","[66, 0.0023430230486147095]","[67, 0.00569847915564024]","[68, 0.024173225504404226]","[69, 0.0006288662757176995]","[70, 0.029161013047069733]","[71, 0.02309782945527188]","[72, 0.010476299637493146]","[73, 0.0103554885164186]","[74, 0.009862927788906838]","[75, 0.007351967733447777]","[76, 0.012422481566466598]","[77, 0.014166917746719266]","[78, 0.003444699459647491]","[79, 0.009228015071667242]","[80, 0.017164924190833708]","[81, 0.025295485627803035]","[82, 0.01202930910070524]","[83, 0.008000674788166615]","[84, 0.009587848868892123]","[85, 0.011792782516260718]","[86, 0.015967870681645225]","[87, 0.007054735953252006]","[88, 0.0024285154535864015]","[89, 0.007429973127990525]","[90, 0.014152468807625865]","[91, 0.003799522932627223]","[92, 0.01526730812108087]","[93, 0.008867791097141418]","[94, 0.017708211171577486]","[95, 0.0034609111912191526]","[96, 0.003965944084185392]","[97, 0.00674752359395517]","[98, 0.001945650597548646]","[99, 0.008781307210360212]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"[52, 1.0000000000000002]","[53, 0.01107396479317147]","[54, 0.006360169315867885]","[55, 0.010477665553313533]","[56, 0.04147262826101258]","[57, 0.0014585811030266558]","[58, 0.02343892088154202]","[59, 0.013182422075287296]","[60, 0.01308776792105326]","[61, 0.018214980261550467]","[62, 0.0227666169587342]","[63, 0.018025399661677932]","[64, 0.005896158050360359]","[65, 0.00186071047552179]","[66, 0.02560925442471032]","[67, 0.0024860273354115146]","[68, 0.0020332378703466596]","[69, 0.004846096094258191]","[70, 0.00805405551625464]","[71, 0.006701058686280122]","[72, 0.010823626985185344]","[73, 0.004497617037000759]","[74, 0.00643909317441799]","[75, 0.011890994394544302]","[76, 0.013317807620300427]","[77, 0.005566893536717576]","[78, 0.032018628421557345]","[79, 0.02817034501258775]","[80, 0.0004195389852447973]","[81, 0.012823547960960135]","[82, 0.010552037831094504]","[83, 0.018543889076116014]","[84, 0.0030073975053357986]","[85, 0.009320531712954805]","[86, 0.00828584582812699]","[87, 0.012699444279075125]","[88, 0.007967034839752075]","[89, 0.011614757505831097]","[90, 0.027852699724245183]","[91, 0.0005657953774543876]","[92, 0.027588826430228315]","[93, 0.03153343348692103]","[94, 0.016491201282800908]","[95, 0.010307268937140459]","[96, 0.0004421685515338074]","[97, 0.0011705639255202686]","[98, 0.023477238391498394]","[99, 0.008157108949817023]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"[53, 1.0000000000000002]","[54, 0.011239636220966428]","[55, 0.006657443840829147]","[56, 0.011914597067720195]","[57, 0.003975297019304725]","[58, 0.003500127147853325]","[59, 0.009648002193566001]","[60, 0.001030386342188311]","[61, 0.007990731356428962]","[62, 0.005102035898527339]","[63, 0.017070181090883995]","[64, 0.0008711678738484297]","[65, 0.011845767648049975]","[66, 0.0020590511600178953]","[67, 0.00460194722284378]","[68, 0.023832067833183364]","[69, 0.000655357663714238]","[70, 0.02347443149018708]","[71, 0.02954526023556983]","[72, 0.013518706496012037]","[73, 0.011546671983342967]","[74, 0.0055919931198405584]","[75, 0.002664235538728355]","[76, 0.03266808226164415]","[77, 0.01649391046748703]","[78, 0.003786482291757017]","[79, 0.006013204600381582]","[80, 0.01082219717294621]","[81, 0.03430614518259014]","[82, 0.01601498101290721]","[83, 0.005141965908021096]","[84, 0.009240705334229828]","[85, 0.006484146568896661]","[86, 0.013455114274591375]","[87, 0.009628497955636351]","[88, 0.004820287489655572]","[89, 0.0031146485169833774]","[90, 0.002681181456547348]","[91, 0.01064300937993895]","[92, 0.020605069020020756]","[93, 0.0074234538800946005]","[94, 0.006766558313701891]","[95, 0.007843871634914578]","[96, 0.002105853351765624]","[97, 0.00996991814587463]","[98, 0.00964010320094622]","[99, 0.0072822470658431854]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[54, 1.0000000000000002]","[55, 0.008035045060330604]","[56, 0.003984169862039112]","[57, 0.010652030970748079]","[58, 0.00031199484190540483]","[59, 0.011010953313786313]","[60, 0.00038178245277513005]","[61, 0.0074531088015772125]","[62, 0.0002584853687004959]","[63, 0.0055908400770623735]","[64, 0.0003227882533364985]","[65, 0.012204712418558998]","[66, 0.008696396034354431]","[67, 0.0057869534062178546]","[68, 0.020856803272487796]","[69, 0.0018162116523268003]","[70, 0.3047717911486856]","[71, 0.009670347237937292]","[72, 0.01390374022817837]","[73, 0.007187702516366176]","[74, 0.008980683312232464]","[75, 0.004521032836240685]","[76, 0.00873058842007085]","[77, 0.00580556747807829]","[78, 0.00019331103537251283]","[79, 0.013363286445136183]","[80, 0.007220836374386656]","[81, 0.02049012508771798]","[82, 0.015361689144128611]","[83, 0.012667696140951213]","[84, 0.004463550369982152]","[85, 0.01480886839378741]","[86, 0.015591360302427706]","[87, 0.0036054307547041834]","[88, 0.023594012289649528]","[89, 0.006692732033946731]","[90, 0.013822205507989682]","[91, 0.18879922540619448]","[92, 0.0027827449265828115]","[93, 0.013609348938518393]","[94, 0.005777988721097939]","[95, 0.015074461855593371]","[96, 0.028416716975020486]","[97, 0.0029990510220776717]","[98, 0.01973933035024228]","[99, 0.008472476321676926]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"[55, 1.0]","[56, 0.037700004702627174]","[57, 0.0022667647932273554]","[58, 0.010843848539780397]","[59, 0.009662348541546992]","[60, 0.0024935055248832333]","[61, 0.02913133153003194]","[62, 0.017379245067823547]","[63, 0.012362062314168039]","[64, 0.007678578349497442]","[65, 0.010421642533198664]","[66, 0.008987348023801675]","[67, 0.012030680860105997]","[68, 0.01372562049700144]","[69, 0.0030458448328159592]","[70, 0.01664473389790064]","[71, 0.029451225627131476]","[72, 0.012916970228614443]","[73, 0.007125920455519872]","[74, 0.009388439096480914]","[75, 0.01810998591717121]","[76, 0.029967040447489223]","[77, 0.009626207147512724]","[78, 0.019916821261189172]","[79, 0.007373619294985131]","[80, 0.01892408437260862]","[81, 0.010264063193623097]","[82, 0.021542620995103692]","[83, 0.024661545372867247]","[84, 0.01310796586218355]","[85, 0.00698970018748625]","[86, 0.015589619303596286]","[87, 0.022845245870086725]","[88, 0.01087608758730265]","[89, 0.007693462196429299]","[90, 0.007117216414924323]","[91, 0.011617360629036004]","[92, 0.027101501286101743]","[93, 0.025849314505555627]","[94, 0.0021587320748315997]","[95, 0.024990631315056105]","[96, 0.0013103123290052541]","[97, 0.002636649225614622]","[98, 0.009217363316257336]","[99, 0.0008041912519710964]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"[56, 1.0]","[57, 0.0013702550172518424]","[58, 0.03905071637960776]","[59, 0.020294418361622203]","[60, 0.0049552043732214645]","[61, 0.008775500102757452]","[62, 0.008010528602622823]","[63, 0.0044165803229240025]","[64, 0.006121200925373017]","[65, 0.03301896934368919]","[66, 0.0024172356564467405]","[67, 0.0051715199245811316]","[68, 0.02303358668127054]","[69, 0.005415743929354657]","[70, 0.01836542854308746]","[71, 0.030215045231913193]","[72, 0.03366051373311049]","[73, 0.016912553390143324]","[74, 0.010421710407305102]","[75, 0.0024362219927732396]","[76, 0.022618051266875452]","[77, 0.015083317210053649]","[78, 0.004247209064485101]","[79, 0.005817303333805954]","[80, 0.023357125666834216]","[81, 0.02235948379211655]","[82, 0.001969160872572763]","[83, 0.004813327597023134]","[84, 0.07617461209195417]","[85, 0.018950247268390296]","[86, 0.03185649660736206]","[87, 0.011735317566566525]","[88, 0.014951356797325899]","[89, 0.009287195137343664]","[90, 0.015810084195397867]","[91, 0.004886039099196347]","[92, 0.007639345708976119]","[93, 0.01798899003189391]","[94, 0.014559662407487009]","[95, 0.006601080027814685]","[96, 0.0066261288996239875]","[97, 0.0061764859856680955]","[98, 0.0006302405366345698]","[99, 0.015636000004086357]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[57, 1.0]","[58, 0.0011523903371553938]","[59, 0.009979403561809508]","[60, 0.0014101592410522591]","[61, 0.0031257148500628586]","[62, 0.0009547466854494187]","[63, 0.006704492191628773]","[64, 0.010490911121571158]","[65, 0.004961924073340669]","[66, 0.006465479227181754]","[67, 0.005841116004541272]","[68, 0.0049037961323659405]","[69, 0.000896905003339179]","[70, 0.006944397890190452]","[71, 0.012544449265921616]","[72, 0.007485423921707198]","[73, 0.0029226397507113]","[74, 0.0015848214384217173]","[75, 0.0010349595749785578]","[76, 0.004510754149697988]","[77, 0.008923699195712443]","[78, 0.0009659775018013173]","[79, 0.0010405142504846983]","[80, 0.007520975369933428]","[81, 0.007825351308495234]","[82, 0.002845667859558113]","[83, 0.0009496448339287654]","[84, 0.007198378155396723]","[85, 0.006920063491671986]","[86, 0.004447776139737543]","[87, 0.0016464660356675332]","[88, 0.006734156874933303]","[89, 0.011139714905410842]","[90, 0.00926610306213668]","[91, 0.0017219799920122287]","[92, 0.0019379439181472578]","[93, 0.01849591049673419]","[94, 0.011391527681026038]","[95, 0.0031769806979180123]","[96, 0.000329969209811293]","[97, 0.007671197754110864]","[98, 0.00457676019407358]","[99, 0.0009661056763160435]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"[58, 1.0000000000000002]","[59, 0.005003717921103058]","[60, 0.02511569766797823]","[61, 0.03532851067086937]","[62, 0.01673627042733678]","[63, 0.0035965203591273288]","[64, 0.008137664118080392]","[65, 0.001470103217288111]","[66, 0.0008317106472189611]","[67, 0.001964151237999444]","[68, 0.0019901489895090088]","[69, 0.0009495763863783706]","[70, 0.0035708443078065082]","[71, 0.006039259114659992]","[72, 0.022426169346382523]","[73, 0.012685349955770342]","[74, 0.0006706689457660872]","[75, 0.00516612957495378]","[76, 0.0059713470368169584]","[77, 0.005158168854831633]","[78, 0.014926048752340155]","[79, 0.04886631181846684]","[80, 0.0003314678022722526]","[81, 0.009026955319016048]","[82, 0.007489495291752998]","[83, 0.01029424820064248]","[84, 0.004190121555491648]","[85, 0.003931257544480479]","[86, 0.005444497243585514]","[87, 0.008355106790871425]","[88, 0.000976605003881413]","[89, 0.019111061317607692]","[90, 0.0071319244243351265]","[91, 0.00044702150907662566]","[92, 0.004806933949366144]","[93, 0.029903207872509132]","[94, 0.018339097154766244]","[95, 0.0024847165053090265]","[96, 0.00034934688590452975]","[97, 0.0059622549977823135]","[98, 0.012955226583566959]","[99, 0.020096679077148256]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"[59, 1.0000000000000002]","[60, 0.002888067586334185]","[61, 0.01502344873734002]","[62, 0.004447074858427336]","[63, 0.004697585201242779]","[64, 0.012094707113143815]","[65, 0.018401323984422385]","[66, 0.010448455081159849]","[67, 0.021389704671142144]","[68, 0.012736275631001721]","[69, 0.002647422870185783]","[70, 0.018041834179169252]","[71, 0.009750967359074747]","[72, 0.00917755681257561]","[73, 0.007128211842432976]","[74, 0.0061881657390191825]","[75, 0.004331288503479637]","[76, 0.013022067504555137]","[77, 0.012696772760949363]","[78, 0.014129160734406173]","[79, 0.004161294754508056]","[80, 0.008615843605463507]","[81, 0.026987676811708976]","[82, 0.033980929420237144]","[83, 0.007237804695352571]","[84, 0.000530493423460673]","[85, 0.006716007788140101]","[86, 0.006118637036004531]","[87, 0.01660982352404132]","[88, 0.01360308175983054]","[89, 0.004410019242401443]","[90, 0.0032338532073361258]","[91, 0.007283254074450715]","[92, 0.01465507601749707]","[93, 0.005651127401265108]","[94, 0.021437709163343248]","[95, 0.003825016833320445]","[96, 0.009130258192448655]","[97, 0.01552337392472822]","[98, 0.009681642788747283]","[99, 0.011937395538828777]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"[60, 1.0]","[61, 0.04173003774357839]","[62, 0.007063389407976827]","[63, 0.004400997002955697]","[64, 0.0015446209646327856]","[65, 0.013505536151267141]","[66, 0.0021619631000976]","[67, 0.01488882632486863]","[68, 0.008565130123285872]","[69, 0.0024683453493575236]","[70, 0.004060024341521711]","[71, 0.004630223972392919]","[72, 0.0017787750766892084]","[73, 0.0057760203154662735]","[74, 0.0008206854752820572]","[75, 0.001340835179582821]","[76, 0.0024076976165426514]","[77, 0.007713122112575111]","[78, 0.0012514659010981833]","[79, 0.007373528734952101]","[80, 0.0021755573180095183]","[81, 0.0027029131987961336]","[82, 0.001892439047447939]","[83, 0.014204166584233352]","[84, 0.003966654578024729]","[85, 0.0010028567674696615]","[86, 0.0008849030795413657]","[87, 0.0015108270370663521]","[88, 0.0025386040070813627]","[89, 0.11541811629997403]","[90, 0.020547628344873985]","[91, 0.0005470121465349704]","[92, 0.0043906962702720195]","[93, 0.0039893894595853865]","[94, 0.012732651870315378]","[95, 0.011047890730677341]","[96, 0.002851187071998482]","[97, 0.002404031629525273]","[98, 0.003595050558019651]","[99, 0.006827548108478573]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"[61, 1.0000000000000002]","[62, 0.03908991937400221]","[63, 0.005875931441559381]","[64, 0.014926382800679896]","[65, 0.0293213909463973]","[66, 0.02462174473293053]","[67, 0.004276722392588834]","[68, 0.012966749420819183]","[69, 0.0025939186459362534]","[70, 0.007756220938072684]","[71, 0.008159556625805796]","[72, 0.015909650974585736]","[73, 0.0015807266011873856]","[74, 0.011251683902364541]","[75, 0.03205761078643648]","[76, 0.013220919974934004]","[77, 0.0057447400414203376]","[78, 0.03901623274030272]","[79, 0.024551182392574464]","[80, 0.004891270254720487]","[81, 0.012841087617238282]","[82, 0.013402760687085725]","[83, 0.053786284694653616]","[84, 0.009944057101681196]","[85, 0.013897374868142994]","[86, 0.011841308259637286]","[87, 0.0057445368853306505]","[88, 0.006604357506859001]","[89, 0.031789997225734175]","[90, 0.034818631853331054]","[91, 0.0045006196072384964]","[92, 0.019029138036444317]","[93, 0.028847774605476887]","[94, 0.005000441053811367]","[95, 0.011740952505633319]","[96, 0.002689971817313931]","[97, 0.014936296333856743]","[98, 0.004235589785628833]","[99, 0.035890490784516775]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"[62, 1.0000000000000002]","[63, 0.010164150883241258]","[64, 0.0067075660160350594]","[65, 0.0005497434536797051]","[66, 0.006272817039614871]","[67, 0.0007344921583934387]","[68, 0.0038352215282281337]","[69, 0.010545162745829494]","[70, 0.0020920849012317343]","[71, 0.00068818387451198]","[72, 0.01753588837265964]","[73, 0.004194048685919899]","[74, 0.0005556441531648181]","[75, 0.011972809807191872]","[76, 0.0028573014822126873]","[77, 0.0038095390844722294]","[78, 0.02108260758884493]","[79, 0.004386247975595578]","[80, 0.0002746185692027046]","[81, 0.004708902701185196]","[82, 0.012413306265720294]","[83, 0.0204572121003579]","[84, 0.0007173212208205195]","[85, 0.022849222680712523]","[86, 0.007923008166326882]","[87, 0.005536211414255226]","[88, 0.0029860169113558018]","[89, 0.005580879813335001]","[90, 0.02232888415179665]","[91, 0.0003703539420236869]","[92, 0.024543288864124657]","[93, 0.008306272438855978]","[94, 0.0035929608132169054]","[95, 0.005617440125592594]","[96, 0.00028943125487562146]","[97, 0.011119846817159175]","[98, 0.001098623010708351]","[99, 0.004309363178186375]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[63, 1.0000000000000002]","[64, 0.006198138616046603]","[65, 0.00195600954945724]","[66, 0.0011066120726859973]","[67, 0.0026133529489121825]","[68, 0.0092484090967094]","[69, 0.015488345011909085]","[70, 0.010523791436473102]","[71, 0.0037919769481460468]","[72, 0.008732752437228802]","[73, 0.012215969984916772]","[74, 0.0008923420117825597]","[75, 0.0014579075634384181]","[76, 0.008170092940128373]","[77, 0.004094852345346789]","[78, 0.0067907409754314856]","[79, 0.009078050613212284]","[80, 0.0034158670092784135]","[81, 0.004917418460434683]","[82, 0.007971746600998445]","[83, 0.012956905140051147]","[84, 0.001151988836084154]","[85, 0.0010904192316868674]","[86, 0.004232380563121551]","[87, 0.006067809203273363]","[88, 0.008666874384233591]","[89, 0.01492732493666797]","[90, 0.019399908552363815]","[91, 0.017781950497993422]","[92, 0.009374924476559996]","[93, 0.0030286995489233934]","[94, 0.0038101272672989572]","[95, 0.007320705629076859]","[96, 0.0004648148761710321]","[97, 0.001230516110210928]","[98, 0.003908945319521737]","[99, 0.0030151404623159333]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"[64, 1.0]","[65, 0.0006865020255829509]","[66, 0.016258157798153285]","[67, 0.00671769287805924]","[68, 0.00387239191222826]","[69, 0.000982426828907611]","[70, 0.006350691606803082]","[71, 0.02013870363801368]","[72, 0.013669335352177651]","[73, 0.008298207715332608]","[74, 0.0006938706301961971]","[75, 0.017950376984904363]","[76, 0.0035681066179335053]","[77, 0.013686246180644207]","[78, 0.005280369698955682]","[79, 0.00924433222743189]","[80, 0.005390477038616132]","[81, 0.004360442383594601]","[82, 0.015817285465366582]","[83, 0.025946172456004737]","[84, 0.005564883206350083]","[85, 0.004231659297135862]","[86, 0.0007481651326324468]","[87, 0.005005121903594822]","[88, 0.012134733442917114]","[89, 0.002077114913648664]","[90, 0.012739333573836002]","[91, 0.0004624861463653257]","[92, 0.0011115192823306726]","[93, 0.011020209483233146]","[94, 0.013207787285947499]","[95, 0.011619891165384859]","[96, 0.007662856856722758]","[97, 0.005471930209853012]","[98, 0.0013719252446846657]","[99, 0.01407140862242072]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"[65, 1.0000000000000002]","[66, 0.006022831348570417]","[67, 0.007342859734512754]","[68, 0.05702363870052899]","[69, 0.0021069050853206477]","[70, 0.02972074931298898]","[71, 0.018632823367880462]","[72, 0.015012233387353751]","[73, 0.008673388370957156]","[74, 0.01601750432536238]","[75, 0.004227860825115619]","[76, 0.018123513782766817]","[77, 0.01059281145170993]","[78, 0.009164005240326435]","[79, 0.014869956054798896]","[80, 0.03413810988308549]","[81, 0.013779049418772813]","[82, 0.014335957924255537]","[83, 0.003976942965662453]","[84, 0.01286540451065696]","[85, 0.008094318636037273]","[86, 0.02531544084502832]","[87, 0.006590113648675208]","[88, 0.0027552056038522357]","[89, 0.028454159402217828]","[90, 0.012727140734934625]","[91, 0.02179096383007142]","[92, 0.01506984893342564]","[93, 0.015411481482261178]","[94, 0.00480587675989652]","[95, 0.0033531011691374226]","[96, 0.0006269880515604063]","[97, 0.0104460706182146]","[98, 0.019191597236922632]","[99, 0.021921326942361555]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"[66, 1.0]","[67, 0.011954971208853912]","[68, 0.0009776360679088479]","[69, 0.014862237986338974]","[70, 0.01314615886600642]","[71, 0.006046349240813029]","[72, 0.003016744117021198]","[73, 0.0020785980078552252]","[74, 0.002534002314499344]","[75, 0.0037733922551563483]","[76, 0.00949116207915129]","[77, 0.007392011579192509]","[78, 0.004886739088688163]","[79, 0.000750966710504867]","[80, 0.007083615931380067]","[81, 0.0009577277182216707]","[82, 0.017471250598792263]","[83, 0.016962409390883254]","[84, 0.002535374928324483]","[85, 0.010134685763030093]","[86, 0.0059884854084851415]","[87, 0.002641471538734714]","[88, 0.002742643267204673]","[89, 0.005879051707513558]","[90, 0.004294095850945887]","[91, 0.009566086175035802]","[92, 0.008530336572208901]","[93, 0.0016750596530670458]","[94, 0.008597663621397805]","[95, 0.0016240417588523066]","[96, 0.008210685654081817]","[97, 0.0025972546897714117]","[98, 0.03696082369245536]","[99, 0.002088584236540308]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"[67, 1.0]","[68, 0.013879386384439004]","[69, 0.0014657264236592105]","[70, 0.011101835098359568]","[71, 0.01524085432785442]","[72, 0.0020502956078943964]","[73, 0.0031941410404602525]","[74, 0.007352867465758713]","[75, 0.0018006222242493836]","[76, 0.0046823332547221335]","[77, 0.001979830940236115]","[78, 0.006417276086805243]","[79, 0.004642642994386918]","[80, 0.002658079629544123]","[81, 0.030730196943367875]","[82, 0.0073381768321990936]","[83, 0.002473538505674022]","[84, 0.007861900406648345]","[85, 0.004617681230670765]","[86, 0.0030986750256039456]","[87, 0.014297248952721053]","[88, 0.007413869134623719]","[89, 0.007235054648967212]","[90, 0.0026045414845388237]","[91, 0.004970175851769541]","[92, 0.011482445392006246]","[93, 0.005378616161275985]","[94, 0.005014291730032686]","[95, 0.011496261435276958]","[96, 0.00797857953640967]","[97, 0.002770994239715265]","[98, 0.006729942453141827]","[99, 0.004991861106918694]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"[68, 1.0]","[69, 0.005226547157986889]","[70, 0.07802446424210532]","[71, 0.036022068156428055]","[72, 0.013387957242738207]","[73, 0.009271851264965526]","[74, 0.0035525319810575037]","[75, 0.005999526027312979]","[76, 0.02339257035220843]","[77, 0.028376622422044983]","[78, 0.006485819131705317]","[79, 0.00978503378722813]","[80, 0.052584471989680075]","[81, 0.029495858835086857]","[82, 0.014334255879705502]","[83, 0.00881507363252502]","[84, 0.014540209731657481]","[85, 0.015999119588012912]","[86, 0.020853140310171644]","[87, 0.011690119023033163]","[88, 0.008587900467758723]","[89, 0.006178671057380338]","[90, 0.014062248531794186]","[91, 0.028264058561311013]","[92, 0.014295932415238874]","[93, 0.012774847490504664]","[94, 0.004597377729998909]","[95, 0.0049673614956957345]","[96, 0.011398735663259435]","[97, 0.020927290236285513]","[98, 0.017018489159852584]","[99, 0.014679525926344581]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
